,Magnitude,lat,long,depth (km)
"M 0.5 - 10km NW of Calipatria, CA",0.5,-115.599,33.1801667,0.163
"M 1.4 - 15km W of Progreso, B.C., MX",1.44,-115.7443333,32.5913333,3.623
"M 2.3 - 13km WNW of Progreso, B.C., MX",2.29,-115.7193333,32.6106667,2.273
"M 2.1 - 17km WNW of Progreso, B.C., MX",2.1,-115.7501667,32.6488333,5.043
"M 1.9 - 17km WNW of Progreso, B.C., MX",1.9,-115.7556667,32.6255,3.783
"M 2.3 - 16km WNW of Progreso, B.C., MX",2.34,-115.7358333,32.6398333,7.193
"M 2.7 - 21km WNW of Progreso, B.C., MX",2.65,-115.7781667,32.6753333,5.153
"M 2.4 - 18km WNW of Progreso, B.C., MX",2.4,-115.7581667,32.6535,5.255
"M 1.3 - 21km WNW of Progreso, B.C., MX",1.25,-115.7805,32.6701667,5.783
"M 1.3 - 13km W of Progreso, B.C., MX",1.33,-115.7208333,32.5835,4.286
"M 2.1 - 16km WNW of Progreso, B.C., MX",2.06,-115.7445,32.6341667,8.423
"M 1.8 - 18km E of Ocotillo, CA",1.83,-115.7978333,32.711,-0.027
"M 1.9 - 16km WNW of Progreso, B.C., MX",1.91,-115.745,32.6241667,12.343
"M 1.9 - 18km WNW of Progreso, B.C., MX",1.88,-115.7728333,32.6181667,4.233
"M 1.8 - 10km E of Ocotillo, CA",1.8,-115.8885,32.727,2.722
"M 1.4 - 16km ESE of Ocotillo, CA",1.39,-115.8463333,32.6706667,5.537
"M 1.9 - 11km E of Ocotillo, CA",1.9,-115.8763333,32.7188333,5.173
"M 1.4 - 12km WSW of Progreso, B.C., MX",1.36,-115.6966667,32.5216667,2.83
"M 1.7 - 17km WNW of Progreso, B.C., MX",1.65,-115.7498333,32.6325,2.083
"M 2.1 - 10km WSW of Progreso, B.C., MX",2.1,-115.6745,32.5295,2.534
"M 1.7 - 21km ESE of Ocotillo, CA",1.66,-115.7903333,32.6581667,4.613
"M 1.7 - 10km ESE of Ocotillo, CA",1.74,-115.891,32.7006667,7.18
"M 2.5 - 18km WNW of Progreso, B.C., MX",2.52,-115.7583333,32.6421667,3.203
"M 1.9 - 19km WNW of Progreso, B.C., MX",1.94,-115.7856667,32.6186667,4.053
"M 2.3 - 20km W of Progreso, B.C., MX",2.26,-115.7898333,32.6098333,4.823
"M 1.6 - 15km ESE of Ocotillo, CA",1.58,-115.8456667,32.6748333,7.553
"M 3.2 - 15km ESE of Ocotillo, CA",3.19,-115.8596667,32.665,5.953
"M 1.9 - 11km SE of Ocotillo, CA",1.9,-115.8935,32.6763333,10.54
"M 1.8 - 17km WNW of Progreso, B.C., MX",1.82,-115.7475,32.6423333,1.833
"M 2.0 - 12km ESE of Ocotillo, CA",1.98,-115.8715,32.71,4.713
"M 1.2 - 18km WNW of Progreso, B.C., MX",1.24,-115.7546667,32.6521667,1.383
"M 2.2 - 16km W of Progreso, B.C., MX",2.21,-115.756,32.5918333,6.763
"M 1.8 - 12km ESE of Ocotillo, CA",1.75,-115.87,32.703,7.475
"M 2.5 - 19km WNW of Progreso, B.C., MX",2.47,-115.7718333,32.6391667,3.293
"M 1.8 - 14km WSW of Progreso, B.C., MX",1.83,-115.7258333,32.5446667,3.15
"M 2.0 - 16km ESE of Ocotillo, CA",1.97,-115.8433333,32.665,4.913
"M 1.9 - 18km ESE of Julian, CA",1.94,-116.4108333,33.0401667,13.57
"M 1.7 - 12km ESE of Ocotillo, CA",1.69,-115.8718333,32.7143333,5.473
"M 1.5 - 21km ESE of Ocotillo, CA",1.48,-115.7935,32.657,5.493
"M 2.0 - 10km SE of Ocotillo, CA",1.97,-115.9176667,32.6711667,3.36
"M 1.0 - 20km ESE of Ocotillo, CA",1.0,-115.7988333,32.6701667,0.384
"M 1.0 - 19km WNW of Progreso, B.C., MX",1.0,-115.7771667,32.6175,0.443
"M 2.6 - 21km WNW of Progreso, B.C., MX",2.62,-115.7946667,32.6331667,3.883
"M 1.7 - 18km WNW of Progreso, B.C., MX",1.7,-115.7751667,32.6161667,0.315
"M 1.5 - 12km ESE of Ocotillo, CA",1.51,-115.8718333,32.7086667,15.453
"M 0.9 - 17km WNW of Progreso, B.C., MX",0.94,-115.7451667,32.6411667,4.213
"M 1.4 - 18km WNW of Progreso, B.C., MX",1.41,-115.7666667,32.6351667,5.323
"M 2.7 - 16km ESE of Ocotillo, CA",2.66,-115.8408333,32.6806667,5.263
"M 1.0 - 10km NW of Calipatria, CA",1.0,-115.6005,33.175,0.113
"M 1.7 - 12km ESE of Ocotillo, CA",1.67,-115.8681667,32.7071667,6.356
"M 2.2 - 20km WNW of Progreso, B.C., MX",2.16,-115.77,32.667,3.413
"M 2.1 - 15km ESE of Ocotillo, CA",2.07,-115.849,32.6841667,5.713
"M 2.6 - 15km WNW of Progreso, B.C., MX",2.59,-115.7345,32.6348333,5.753
"M 1.5 - 15km W of Progreso, B.C., MX",1.5,-115.747,32.574,13.613
"M 1.8 - 15km ESE of Ocotillo, CA",1.78,-115.8508333,32.677,5.983
"M 1.0 - 20km ESE of Ocotillo, CA",1.03,-115.785,32.6901667,9.219
"M 1.5 - 13km WNW of Progreso, B.C., MX",1.52,-115.7235,32.606,5.253
"M 3.0 - 13km ESE of Ocotillo, CA",2.97,-115.864,32.7036667,6.333
"M 2.1 - 19km ESE of Ocotillo, CA",2.07,-115.8066667,32.6775,5.673
"M 1.3 - 15km S of Joshua Tree, CA",1.29,-116.3206667,34.001,7.077
"M 1.6 - 21km ESE of Ocotillo, CA",1.61,-115.7976667,32.646,14.023
"M 1.9 - 22km SE of Ocotillo, CA",1.89,-115.8175,32.6073333,0.047
"M 2.2 - 16km WNW of Progreso, B.C., MX",2.18,-115.7455,32.621,4.583
"M 2.1 - 12km W of Progreso, B.C., MX",2.13,-115.7065,32.5851667,4.443
"M 1.7 - 10km E of Ocotillo, CA",1.74,-115.887,32.7248333,2.952
"M 1.6 - 12km ESE of Ocotillo, CA",1.63,-115.8656667,32.7028333,4.793
"M 2.8 - 12km ESE of Ocotillo, CA",2.83,-115.8756667,32.7038333,3.633
"M 2.7 - 19km ESE of Ocotillo, CA",2.68,-115.7905,32.699,5.253
"M 2.5 - 20km ESE of Ocotillo, CA",2.5,-115.7945,32.6596667,6.073
"M 3.3 - 18km WNW of Progreso, B.C., MX",3.3,-115.7733333,32.6161667,5.225
"M 2.5 - 10km E of Ocotillo, CA",2.46,-115.8926667,32.7185,4.432
"M 1.8 - 21km ESE of Ocotillo, CA",1.76,-115.7901667,32.6563333,6.673
"M 2.0 - 11km E of Ocotillo, CA",1.98,-115.8798333,32.7291667,2.592
"M 1.7 - 11km E of Ocotillo, CA",1.66,-115.8788333,32.7341667,1.922
"M 2.3 - 16km WNW of Progreso, B.C., MX",2.26,-115.7485,32.6225,4.633
"M 2.8 - 19km WNW of Progreso, B.C., MX",2.76,-115.7843333,32.6165,3.693
"M 2.4 - 16km WNW of Progreso, B.C., MX",2.44,-115.7278333,32.6543333,5.043
"M 1.8 - 20km W of Progreso, B.C., MX",1.83,-115.7915,32.5958333,4.513
"M 1.5 - 20km E of Ocotillo, CA",1.51,-115.7775,32.706,5.693
"M 1.7 - 16km WNW of Progreso, B.C., MX",1.66,-115.741,32.636,4.893
"M 1.8 - 14km ESE of Ocotillo, CA",1.79,-115.8621667,32.6811667,12.523
"M 2.1 - 11km E of Ocotillo, CA",2.11,-115.8738333,32.7166667,2.755
"M 1.4 - 14km WNW of Progreso, B.C., MX",1.43,-115.7241667,32.6061667,7.533
"M 2.4 - 9km WSW of Progreso, B.C., MX",2.37,-115.6768333,32.5623333,5.573
"M 2.5 - 16km NW of Progreso, B.C., MX",2.48,-115.7195,32.66,6.708
"M 2.8 - 16km WNW of Progreso, B.C., MX",2.75,-115.7318333,32.6423333,8.658
"M 2.1 - 19km WNW of Progreso, B.C., MX",2.07,-115.7806667,32.6158333,4.223
"M 1.9 - 9km WSW of Progreso, B.C., MX",1.85,-115.6785,32.5633333,4.473
"M 1.5 - 17km WNW of Progreso, B.C., MX",1.52,-115.7515,32.6298333,0.199
"M 2.0 - 10km E of Ocotillo, CA",2.04,-115.8873333,32.725,0.002
"M 2.2 - 18km W of Progreso, B.C., MX",2.2,-115.7786667,32.5951667,4.763
"M 2.3 - 20km ESE of Ocotillo, CA",2.34,-115.794,32.68,4.793
"M 3.4 - 19km W of Progreso, B.C., MX",3.37,-115.7848333,32.5908333,2.443
"M 1.8 - 20km ESE of Ocotillo, CA",1.83,-115.7941667,32.6725,5.243
"M 1.4 - 15km ESE of Ocotillo, CA",1.37,-115.8443333,32.6805,4.973
"M 2.4 - 19km ESE of Ocotillo, CA",2.42,-115.8051667,32.6606667,3.103
"M 1.8 - 18km W of Progreso, B.C., MX",1.8,-115.7701667,32.5731667,4.723
"M 2.4 - 13km W of Progreso, B.C., MX",2.38,-115.723,32.5731667,8.013
"M 2.0 - 18km WNW of Progreso, B.C., MX",2.01,-115.749,32.6563333,4.813
"M 1.9 - 20km WNW of Progreso, B.C., MX",1.86,-115.7943333,32.6271667,13.83
"M 2.0 - 16km WNW of Progreso, B.C., MX",1.95,-115.7545,32.6178333,4.063
"M 1.3 - 16km ESE of Ocotillo, CA",1.33,-115.8345,32.696,0.883
"M 1.6 - 14km WNW of Progreso, B.C., MX",1.6,-115.7285,32.6171667,9.553
"M 1.9 - 20km ESE of Ocotillo, CA",1.91,-115.8031667,32.6636667,4.233
"M 2.7 - 19km W of Progreso, B.C., MX",2.72,-115.7821667,32.608,3.783
"M 1.3 - 17km WNW of Progreso, B.C., MX",1.26,-115.7596667,32.6236667,0.363
"M 2.0 - 20km ESE of Ocotillo, CA",2.03,-115.7871667,32.6758333,5.223
"M 0.5 - 20km WNW of Progreso, B.C., MX",0.5,-115.777,32.6621667,0.654
"M 3.1 - 16km E of Ocotillo Wells, CA",3.08,-115.9635,33.1458333,12.56
"M 1.5 - 9km SE of Ocotillo, CA",1.51,-115.9225,32.6756667,3.622
"M 1.8 - 17km W of Progreso, B.C., MX",1.77,-115.7688333,32.5965,4.533
"M 0.5 - 17km W of Progreso, B.C., MX",0.5,-115.7636667,32.6053333,4.723
"M 1.8 - 18km WNW of Progreso, B.C., MX",1.75,-115.7658333,32.626,4.883
"M 1.0 - 7km N of Borrego Springs, CA",1.01,-116.3666667,33.3183333,9.591
"M 2.3 - 19km WNW of Progreso, B.C., MX",2.32,-115.7826667,32.6141667,4.253
"M 1.7 - 20km WNW of Progreso, B.C., MX",1.74,-115.7915,32.6165,1.423
"M 1.4 - 17km WNW of Progreso, B.C., MX",1.35,-115.7476667,32.6505,2.653
"M 1.5 - 19km ESE of Ocotillo, CA",1.51,-115.802,32.69,5.173
"M 1.1 - 17km WNW of Progreso, B.C., MX",1.1,-115.753,32.6386667,0.155
"M 1.5 - 15km WNW of Progreso, B.C., MX",1.45,-115.7446667,32.6098333,3.573
"M 2.1 - 5km WNW of El Centro, CA",2.13,-115.6076667,32.805,12.278
"M 2.0 - 20km WNW of Progreso, B.C., MX",2.01,-115.7816667,32.6405,5.423
"M 1.9 - 15km WNW of Progreso, B.C., MX",1.87,-115.7315,32.6355,0.773
"M 2.0 - 14km WSW of Progreso, B.C., MX",1.99,-115.7245,32.5483333,3.493
"M 2.2 - 15km WNW of Progreso, B.C., MX",2.24,-115.735,32.6136667,18.603
"M 3.6 - 13km ESE of Ocotillo, CA",3.55,-115.8603333,32.7046667,5.153
"M 1.9 - 21km WNW of Progreso, B.C., MX",1.88,-115.7881667,32.65,3.032
"M 1.6 - 16km WNW of Progreso, B.C., MX",1.55,-115.7453333,32.616,0.413
"M 1.5 - 11km WSW of Progreso, B.C., MX",1.5,-115.6778333,32.5275,3.396
"M 1.8 - 14km ESE of Ocotillo, CA",1.76,-115.8521667,32.7041667,7.163
"M 2.1 - 17km E of Ocotillo, CA",2.12,-115.8095,32.7096667,2.683
"M 2.0 - 20km ESE of Ocotillo, CA",1.99,-115.7956667,32.6618333,6.773
"M 1.6 - 17km WNW of Progreso, B.C., MX",1.63,-115.759,32.616,4.773
"M 1.2 - 11km W of Calipatria, CA",1.19,-115.6308333,33.1405,6.063
"M 1.9 - 19km WNW of Progreso, B.C., MX",1.9,-115.7736667,32.646,-0.007
"M 0.5 - 13km WNW of Progreso, B.C., MX",0.5,-115.7156667,32.6105,6.063
"M 0.5 - 15km WSW of Niland, CA",0.5,-115.6628333,33.1885,6.063
"M 1.7 - 19km WNW of Progreso, B.C., MX",1.72,-115.775,32.6406667,0.353
"M 1.1 - 20km WNW of Progreso, B.C., MX",1.09,-115.7791667,32.6553333,4.283
"M 2.1 - 10km NE of Running Springs, CA",2.13,-117.0281667,34.2653333,1.098
"M 2.0 - 20km WNW of Progreso, B.C., MX",2.03,-115.7855,32.6221667,5.005
"M 1.1 - 13km E of Ocotillo, CA",1.1,-115.8508333,32.7265,2.223
"M 1.7 - 17km WNW of Progreso, B.C., MX",1.66,-115.7616667,32.6231667,4.433
"M 1.0 - 17km W of Progreso, B.C., MX",1.0,-115.7608333,32.6043333,0.233
"M 1.4 - 16km ESE of Ocotillo, CA",1.41,-115.8391667,32.679,4.383
"M 1.4 - 17km ESE of Ocotillo, CA",1.36,-115.8258333,32.6738333,5.083
"M 2.5 - 12km ESE of Ocotillo, CA",2.46,-115.8655,32.701,4.733
"M 1.8 - 19km ESE of Ocotillo, CA",1.82,-115.8,32.6815,5.243
"M 1.6 - 15km E of Ocotillo, CA",1.55,-115.8321667,32.7155,5.523
"M 1.6 - 19km ESE of Ocotillo, CA",1.58,-115.8225,32.6476667,0.763
"M 1.3 - 19km ESE of Ocotillo, CA",1.29,-115.8055,32.6753333,9.353
"M 3.2 - 18km ESE of Ocotillo, CA",3.22,-115.8066667,32.688,4.743
"M 1.4 - 13km ESE of Ocotillo, CA",1.36,-115.8625,32.6916667,12.403
"M 1.7 - 20km ESE of Ocotillo, CA",1.69,-115.8035,32.6613333,4.603
"M 2.6 - 10km WSW of Salton City, CA",2.6,-116.0585,33.2668333,3.399
"M 1.7 - 21km WSW of El Centro, CA",1.67,-115.759,32.7041667,5.643
"M 0.7 - 11km WSW of Niland, CA",0.7,-115.6375,33.2146667,0.283
"M 1.4 - 14km NW of Progreso, B.C., MX",1.35,-115.6723333,32.6808333,12.907
"M 1.5 - 20km ESE of Ocotillo, CA",1.52,-115.8086667,32.6525,4.233
"M 1.9 - 21km WNW of Progreso, B.C., MX",1.94,-115.7988333,32.6375,3.963
"M 2.2 - 20km WNW of Progreso, B.C., MX",2.22,-115.7886667,32.6431667,2.743
"M 1.4 - 1km ENE of Ocotillo Wells, CA",1.43,-116.1191667,33.147,5.51
"M 1.7 - 21km WNW of Progreso, B.C., MX",1.74,-115.7815,32.6676667,4.703
"M 1.3 - 15km W of Progreso, B.C., MX",1.28,-115.7396667,32.6025,2.483
"M 1.3 - 20km ESE of Ocotillo, CA",1.32,-115.8013333,32.6571667,5.2
"M 2.3 - 9km SSW of Progreso, B.C., MX",2.29,-115.6058333,32.5025,6.383
"M 1.5 - 16km W of Progreso, B.C., MX",1.49,-115.7506667,32.5856667,3.683
"M 1.7 - 12km ESE of Ocotillo, CA",1.71,-115.8685,32.7091667,4.643
"M 1.1 - 7km SSE of Idyllwild, CA",1.11,-116.682,33.687,16.058
"M 2.1 - 19km WNW of Progreso, B.C., MX",2.11,-115.7801667,32.619,3.713
"M 1.6 - 15km WNW of Progreso, B.C., MX",1.56,-115.7431667,32.6118333,1.793
"M 2.0 - 18km ESE of Ocotillo, CA",2.03,-115.8101667,32.6741667,4.643
"M 1.1 - 4km N of San Jacinto, CA",1.09,-116.9585,33.8161667,16.311
"M 1.8 - 12km W of Progreso, B.C., MX",1.82,-115.7106667,32.5766667,4.853
"M 1.8 - 19km ESE of Ocotillo, CA",1.83,-115.8071667,32.6605,5.383
"M 1.0 - 14km WNW of Progreso, B.C., MX",1.0,-115.7345,32.6093333,0.193
"M 1.5 - 15km ESE of Ocotillo, CA",1.5,-115.8453333,32.6871667,3.42
"M 1.6 - 15km ESE of Ocotillo, CA",1.63,-115.846,32.6765,4.923
"M 1.0 - 11km NW of Progreso, B.C., MX",1.0,-115.6756667,32.6448333,9.379
"M 1.9 - 13km W of Progreso, B.C., MX",1.85,-115.7235,32.592,7.813
"M 0.5 - 18km SE of Ocotillo, CA",0.5,-115.8438333,32.6328333,0.576
"M 1.8 - 15km ESE of Ocotillo, CA",1.83,-115.848,32.678,7.773
"M 2.3 - 11km WSW of Progreso, B.C., MX",2.26,-115.694,32.5545,4.119
"M 2.0 - 10km ESE of Ocotillo, CA",2.0,-115.8918333,32.7156667,10.222
"M 2.9 - 18km W of Progreso, B.C., MX",2.88,-115.7783333,32.6038333,2.313
"M 1.9 - 19km ESE of Ocotillo, CA",1.85,-115.8111667,32.6508333,8.273
"M 2.1 - 16km W of Progreso, B.C., MX",2.09,-115.7561667,32.5551667,0.353
"M 1.9 - 12km ESE of Ocotillo, CA",1.93,-115.8685,32.7055,4.323
"M 1.8 - 12km W of Progreso, B.C., MX",1.78,-115.7106667,32.5643333,3.883
"M 1.2 - 20km WNW of Progreso, B.C., MX",1.22,-115.7868333,32.6401667,9.803
"M 1.0 - 19km ESE of Ocotillo, CA",1.0,-115.8158333,32.6573333,8.293
"M 1.2 - 13km ESE of Ocotillo, CA",1.19,-115.8573333,32.7053333,5.603
"M 1.2 - 12km ESE of Ocotillo, CA",1.17,-115.87,32.7036667,6.455
"M 1.8 - 2km SW of Ocotillo, CA",1.81,-116.0048333,32.7258333,4.622
"M 1.0 - 17km W of Progreso, B.C., MX",1.0,-115.7666667,32.6095,-0.008
"M 1.7 - 19km ESE of Ocotillo, CA",1.73,-115.7993333,32.6853333,5.253
"M 2.4 - 17km ESE of Ocotillo, CA",2.38,-115.8181667,32.6816667,1.773
"M 2.8 - 11km E of Ocotillo, CA",2.79,-115.8745,32.7206667,1.233
"M 1.5 - 21km WNW of Progreso, B.C., MX",1.54,-115.7861667,32.6601667,5.703
"M 2.4 - 8km SE of Ocotillo, CA",2.38,-115.9218333,32.6888333,-0.05
"M 2.4 - 20km ESE of Ocotillo, CA",2.37,-115.7883333,32.6698333,11.472
"M 1.7 - 20km WNW of Progreso, B.C., MX",1.72,-115.7928333,32.6191667,3.793
"M 2.8 - 18km W of Progreso, B.C., MX",2.81,-115.7711667,32.6008333,2.843
"M 1.7 - 11km ESE of Ocotillo, CA",1.71,-115.8768333,32.7136667,5.743
"M 1.4 - 24km SSW of Ocotillo Wells, CA",1.36,-116.2708333,32.964,4.515
"M 1.3 - 12km ESE of Ocotillo, CA",1.25,-115.8705,32.695,7.213
"M 1.4 - 18km SSW of Oasis, CA",1.41,-116.1641667,33.3091667,8.488
"M 1.1 - 18km WNW of Progreso, B.C., MX",1.06,-115.7715,32.6226667,5.673
"M 1.8 - 20km ESE of Ocotillo, CA",1.75,-115.8021667,32.655,5.273
"M 2.2 - 19km WNW of Progreso, B.C., MX",2.16,-115.7791667,32.6256667,5.093
"M 1.5 - 17km W of Progreso, B.C., MX",1.54,-115.761,32.5653333,9.762
"M 1.6 - 18km W of Progreso, B.C., MX",1.61,-115.7705,32.5503333,11.673
"M 0.7 - 10km SW of Niland, CA",0.7,-115.5996667,33.1806667,0.143
"M 1.8 - 15km W of Progreso, B.C., MX",1.83,-115.7463333,32.59,8.333
"M 1.6 - 20km WNW of Progreso, B.C., MX",1.57,-115.7815,32.6478333,4.593
"M 2.1 - 14km WSW of Progreso, B.C., MX",2.07,-115.7111667,32.511,2.753
"M 1.3 - 16km WNW of Progreso, B.C., MX",1.32,-115.7391667,32.64,5.413
"M 2.2 - 13km WNW of Progreso, B.C., MX",2.17,-115.7171667,32.6045,9.043
"M 1.1 - 21km WNW of Progreso, B.C., MX",1.14,-115.7831667,32.6651667,6.383
"M 1.0 - 11km ESE of Ocotillo, CA",1.0,-115.8846667,32.7035,2.035
"M 1.9 - 10km SE of Ocotillo, CA",1.88,-115.926,32.6665,4.46
"M 1.9 - 16km WNW of Progreso, B.C., MX",1.94,-115.7436667,32.6321667,2.843
"M 4.2 - 17km WNW of Progreso, B.C., MX",4.23,-115.753,32.6331667,1.043
"M 2.3 - 16km WNW of Progreso, B.C., MX",2.31,-115.742,32.6335,0.163
"M 2.3 - 14km WNW of Progreso, B.C., MX",2.34,-115.7201667,32.6218333,9.683
"M 2.0 - 17km WNW of Progreso, B.C., MX",2.0,-115.7463333,32.6458333,3.363
"M 2.8 - 21km ESE of Ocotillo, CA",2.83,-115.7978333,32.6478333,5.003
"M 2.5 - 15km W of Progreso, B.C., MX",2.46,-115.7436667,32.589,1.832
"M 2.4 - 16km WNW of Progreso, B.C., MX",2.38,-115.7468333,32.623,0.063
"M 2.2 - 17km WNW of Progreso, B.C., MX",2.21,-115.7496667,32.6498333,0.853
"M 1.9 - 19km NW of Progreso, B.C., MX",1.88,-115.7471667,32.6763333,0.003
"M 1.8 - 12km ESE of Ocotillo, CA",1.84,-115.8695,32.6995,2.093
"M 1.0 - 14km WSW of Niland, CA",1.0,-115.6546667,33.1826667,2.543
"M 2.3 - 11km WSW of Progreso, B.C., MX",2.28,-115.697,32.5553333,3.253
"M 1.9 - 9km SW of Progreso, B.C., MX",1.94,-115.6626667,32.5275,6.706
"M 1.7 - 14km WSW of Progreso, B.C., MX",1.65,-115.7281667,32.544,5.493
"M 2.1 - 7km ESE of Ocotillo, CA",2.05,-115.921,32.7176667,1.389
"M 1.9 - 18km WNW of Progreso, B.C., MX",1.9,-115.771,32.6313333,4.313
"M 3.0 - 19km W of Progreso, B.C., MX",2.96,-115.7793333,32.6103333,4.213
"M 1.0 - 21km ESE of Ocotillo, CA",1.02,-115.7933333,32.6511667,4.255
"M 2.1 - 21km WNW of Progreso, B.C., MX",2.11,-115.8023333,32.6283333,-0.027
"M 2.4 - 18km WNW of Progreso, B.C., MX",2.39,-115.7756667,32.6145,5.909
"M 2.1 - 16km WNW of Progreso, B.C., MX",2.11,-115.7385,32.637,4.853
"M 0.5 - 15km ESE of Ocotillo, CA",0.5,-115.8535,32.6661667,7.423
"M 1.5 - 19km ESE of Ocotillo, CA",1.52,-115.8066667,32.6648333,1.743
"M 1.9 - 15km W of Progreso, B.C., MX",1.86,-115.7408333,32.5941667,6.483
"M 2.4 - 19km WNW of Progreso, B.C., MX",2.38,-115.7773333,32.6315,0.863
"M 2.0 - 19km WNW of Progreso, B.C., MX",2.02,-115.7806667,32.6178333,4.133
"M 1.8 - 14km W of Progreso, B.C., MX",1.76,-115.7258333,32.5998333,2.943
"M 1.8 - 16km WNW of Progreso, B.C., MX",1.77,-115.7406667,32.6335,4.073
"M 2.2 - 17km ESE of Ocotillo, CA",2.24,-115.8243333,32.6785,5.223
"M 1.8 - 20km WNW of Progreso, B.C., MX",1.83,-115.7706667,32.664,4.643
"M 2.2 - 21km E of Ocotillo, CA",2.18,-115.77,32.7005,3.393
"M 1.5 - 10km ESE of Ocotillo, CA",1.53,-115.904,32.6896667,3.66
"M 1.3 - 10km SE of Ocotillo, CA",1.34,-115.9196667,32.6731667,7.302
"M 2.0 - 19km W of Progreso, B.C., MX",2.02,-115.7846667,32.606,4.383
"M 2.5 - 12km ESE of Ocotillo, CA",2.52,-115.868,32.707,4.483
"M 1.6 - 14km WNW of Progreso, B.C., MX",1.58,-115.7281667,32.618,9.413
"M 1.7 - 18km ESE of Ocotillo, CA",1.69,-115.8128333,32.6755,5.173
"M 2.2 - 14km NNW of Ocotillo, CA",2.17,-116.0481667,32.8558333,0.566
"M 1.5 - 14km WNW of Progreso, B.C., MX",1.47,-115.7183333,32.6321667,7.683
"M 1.6 - 18km W of Progreso, B.C., MX",1.58,-115.774,32.6086667,3.563
"M 1.8 - 9km E of Ocotillo, CA",1.78,-115.8935,32.7248333,2.762
"M 1.2 - 10km E of Ocotillo, CA",1.16,-115.8845,32.7286667,1.222
"M 2.2 - 16km WNW of Progreso, B.C., MX",2.21,-115.7396667,32.6363333,3.333
"M 2.7 - 17km WNW of Progreso, B.C., MX",2.68,-115.7535,32.6283333,2.583
"M 2.2 - 16km W of Progreso, B.C., MX",2.18,-115.7533333,32.6076667,0.003
"M 2.3 - 16km WNW of Progreso, B.C., MX",2.32,-115.7451667,32.6376667,3.713
"M 1.7 - 14km W of Progreso, B.C., MX",1.72,-115.7285,32.5685,4.853
"M 1.7 - 18km WNW of Progreso, B.C., MX",1.72,-115.7688333,32.6128333,0.983
"M 2.6 - 19km WNW of Progreso, B.C., MX",2.6,-115.784,32.618,4.713
"M 1.7 - 21km WNW of Progreso, B.C., MX",1.66,-115.8045,32.6238333,5.203
"M 2.2 - 7km SSW of Progreso, B.C., MX",2.18,-115.6155,32.5195,0.313
"M 1.5 - 19km WNW of Progreso, B.C., MX",1.48,-115.7801667,32.6248333,1.283
"M 1.9 - 19km WNW of Progreso, B.C., MX",1.87,-115.7615,32.667,0.123
"M 1.7 - 17km W of Progreso, B.C., MX",1.68,-115.7631667,32.5978333,5.953
"M 1.3 - 4km WSW of Progreso, B.C., MX",1.27,-115.6221667,32.5618333,4.553
"M 1.3 - 13km WNW of Progreso, B.C., MX",1.25,-115.7185,32.6035,6.973
"M 2.5 - 12km E of Ocotillo, CA",2.45,-115.8656667,32.7151667,0.703
"M 1.0 - 10km E of Ocotillo, CA",1.0,-115.8848333,32.7183333,4.913
"M 1.0 - 18km ESE of Ocotillo, CA",1.0,-115.8031667,32.6895,5.869
"M 1.9 - 20km ESE of Ocotillo, CA",1.91,-115.7983333,32.6621667,4.263
"M 0.5 - 10km WNW of Calipatria, CA",0.5,-115.6053333,33.1695,0.773
"M 1.3 - 11km E of Ocotillo, CA",1.27,-115.8758333,32.7308333,5.922
"M 1.0 - 13km W of Niland, CA",1.0,-115.6538333,33.2531667,0.664
"M 1.5 - 12km ESE of Ocotillo, CA",1.49,-115.864,32.7066667,4.753
"M 1.9 - 9km WSW of Progreso, B.C., MX",1.93,-115.6661667,32.5363333,3.023
"M 1.9 - 15km WNW of Progreso, B.C., MX",1.93,-115.736,32.6316667,3.063
"M 1.8 - 18km WNW of Progreso, B.C., MX",1.75,-115.7675,32.6203333,7.353
"M 1.7 - 18km ESE of Ocotillo, CA",1.74,-115.807,32.6803333,9.073
"M 1.9 - 20km W of Progreso, B.C., MX",1.91,-115.7981667,32.6035,2.563
"M 1.7 - 18km W of Progreso, B.C., MX",1.7,-115.7691667,32.6076667,4.823
"M 1.7 - 10km SE of Ocotillo, CA",1.66,-115.9173333,32.6743333,2.8
"M 1.3 - 20km ESE of Ocotillo, CA",1.26,-115.7886667,32.6823333,1.953
"M 1.7 - 19km ESE of Ocotillo, CA",1.66,-115.7998333,32.697,11.453
"M 2.1 - 10km SE of Ocotillo, CA",2.13,-115.927,32.6695,3.42
"M 0.9 - 17km WNW of Progreso, B.C., MX",0.88,-115.7473333,32.6443333,2.953
"M 1.5 - 2km WSW of Ocotillo, CA",1.46,-116.0141667,32.725,1.511
"M 1.8 - 7km SW of Progreso, B.C., MX",1.79,-115.642,32.5408333,5.535
"M 1.1 - 10km SE of Ocotillo, CA",1.09,-115.9323333,32.6633333,6.662
"M 1.8 - 15km ESE of Ocotillo, CA",1.83,-115.848,32.6716667,6.523
"M 0.5 - 10km NW of Calipatria, CA",0.5,-115.5993333,33.179,0.153
"M 1.3 - 20km WNW of Progreso, B.C., MX",1.3,-115.7806667,32.6498333,9.043
"M 1.4 - 16km WNW of Progreso, B.C., MX",1.36,-115.7436667,32.6338333,3.833
"M 1.5 - 8km NNW of Progreso, B.C., MX",1.48,-115.6256667,32.6426667,8.378
"M 2.7 - 19km W of Progreso, B.C., MX",2.66,-115.7816667,32.5981667,4.423
"M 1.0 - 20km WNW of Progreso, B.C., MX",0.98,-115.7913333,32.64,0.743
